make,model,engine_size,trim,mileage,transmission_type,reg_year,fuel_type,price
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"23,756",Manual,2020,Petrol,"£14,499"
Renault,Clio,1.8,1.0 TCe 100 Iconic 5dr,"17,920",Manual,2020,Petrol,"£12,299"
Renault,Captur,1.8,1.0 TCE 100 Iconic 5dr,"44,323",Manual,2020,Petrol,"£10,999"
Vauxhall,Crossland X,1.8,1.2T [130] Elite 5dr [Start Stop],"45,970",Manual,2020,Petrol,"£9,999"
KIA,Sportage,1.8,1.6 CRDi 48V ISG 2 5dr,"23,329",Manual,2021,Diesel,"£16,599"
Mercedes-Benz,C Class,1.8,C200 AMG Line Premium Plus 4dr 9G-Tronic,"6,638",Manual,2019,Petrol,"£24,999"
BMW,X1,1.8,sDrive 18d M Sport 5dr Step Auto,"8,481",Manual,2023,Diesel,"£36,599"
Ford,Kuga,1.8,2.0 EcoBlue 190 ST-Line X First Ed 5dr Auto AWD,"29,974",Manual,2020,Diesel,"£24,999"
Renault,Captur,1.8,1.0 TCE 100 Iconic 5dr,"47,067",Manual,2020,Petrol,"£10,999"
Renault,Captur,1.8,0.9 TCE 90 Iconic 5dr,"25,338",Manual,2020,Petrol,"£10,499"
Volkswagen,Polo,1.8,1.0 TSI 95 SE 5dr,"35,245",Manual,2019,Petrol,"£11,799"
BMW,1 Series,1.8,118i [1.5] SE Business 5dr [Nav-Servotronic],"38,936",Manual,2019,Petrol,"£12,499"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"27,599",Manual,2019,Petrol,"£12,599"
Hyundai,Kona,1.8,1.6 GDi Hybrid SE Connect 5dr DCT,"4,641",Manual,2022,Petrol/Electric,"£19,599"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"35,552",Manual,2020,Petrol,"£9,799"
Volkswagen,Golf,1.8,1.5 TSI Life 5dr,"9,713",Manual,2020,Petrol,"£16,999"
DS,Ds 3,1.8,1.2 PureTech 130 Performance Line -Plus 5dr EAT8,"5,213",Manual,2022,Petrol,"£18,799"
KIA,Ceed,1.8,1.5T GDi ISG GT-Line 5dr,"28,762",Manual,2022,Petrol,"£17,599"
Ford,Focus,1.8,2.0T EcoBoost ST-3 5dr,"23,265",Manual,2017,Petrol,"£16,999"
Suzuki,Vitara,1.8,1.6 SZ4 5dr,"17,523",Manual,2017,Petrol,"£10,999"
Mercedes-Benz,A Class,1.8,A200 AMG Line 5dr Auto,"34,863",Manual,2018,Petrol,"£17,499"
KIA,Sportage,1.8,1.7 CRDi ISG 3 5dr,"41,418",Manual,2017,Diesel,"£12,999"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 130 Match 5dr,"25,086",Manual,2019,Petrol,"£17,999"
BMW,1 Series,1.8,128ti 5dr Step Auto,"29,804",Manual,2021,Petrol,"£24,999"
Honda,Cr-V,1.8,1.6 i-DTEC 160 SE Plus 5dr [Nav],"42,485",Manual,2018,Diesel,"£15,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"26,431",Manual,2020,Petrol,"£14,499"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"17,300",Manual,2020,Petrol/Electric,"£18,299"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"13,475",Manual,2019,Petrol,"£15,999"
Mini,Hatchback,1.8,1.5 Cooper Classic 3dr Auto [Comfort Pack],"26,719",Manual,2021,Petrol,"£17,599"
Volvo,Xc60,1.8,2.0 B4P Plus Dark 5dr Geartronic,"7,564",Manual,2023,Petrol,"£39,699"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"36,009",Manual,2020,Petrol,"£9,999"
Audi,Q2,1.8,30 TDI Sport 5dr,"28,756",Manual,2020,Diesel,"£15,999"
Mercedes-Benz,A Class,1.8,A180 Sport 5dr,"9,789",Manual,2020,Petrol,"£18,599"
Mercedes-Benz,A Class,1.8,A200d AMG Line 5dr,"27,135",Manual,2018,Diesel,"£14,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line 5dr,"9,860",Manual,2022,Petrol/Electric,"£17,999"
Vauxhall,Corsa,1.8,1.2 SE Edition 5dr,"32,040",Manual,2022,Petrol,"£10,799"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"44,838",Manual,2021,Petrol/Electric,"£14,999"
Ford,Kuga,1.8,1.5 EcoBoost ST-Line 5dr 2WD,"14,342",Manual,2018,Petrol,"£15,599"
Volkswagen,Polo,1.8,1.0 TSI Life 5dr DSG,"11,561",Manual,2022,Petrol,"£18,299"
Citroen,C4 Cactus,1.8,1.2 PureTech Flair 5dr [6 Speed],"47,616",Manual,2018,Petrol,"£9,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"17,137",Manual,2022,Petrol,"£17,699"
Seat,Ateca,1.8,1.6 TDI Ecomotive SE 5dr,"49,810",Manual,2017,Diesel,"£11,799"
Volvo,Xc60,1.8,2.0 B4P Plus Dark 5dr Geartronic,"6,404",Manual,2023,Petrol,"£39,699"
Mazda,Cx-30,1.8,2.0 e-Skyactiv G MHEV Sport Lux 5dr Auto,"17,950",Manual,2022,Petrol/Electric,"£20,999"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"13,955",Manual,2022,Petrol/Electric,"£20,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,778",Manual,2022,Petrol,"£17,699"
Ford,Focus,1.8,1.0 EcoBoost Hybrid mHEV 155 ST-Line 5dr,"6,899",Manual,2022,Petrol/Electric,"£18,999"
Seat,Ateca,1.8,1.5 TSI EVO SE Technology [EZ] 5dr,"38,474",Manual,2019,Petrol,"£14,599"
Vauxhall,Crossland X,1.8,1.2 [83] Sport 5dr [Start Stop],"44,224",Manual,2019,Petrol,"£9,599"
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr,"27,815",Manual,2020,Petrol,"£13,199"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"41,605",Manual,2020,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 SE Edition 5dr,"36,564",Manual,2022,Petrol,"£10,799"
Ford,Focus,1.8,1.0 EcoBoost 125 Titanium 5dr,"47,476",Manual,2020,Petrol,"£11,999"
BMW,3 Series,1.8,320i M Sport 4dr Step Auto,"16,967",Manual,2021,Petrol,"£25,999"
BMW,5 Series,1.8,530d xDrive MHT M Sport 4dr Auto,"16,513",Manual,2022,Diesel,"£36,999"
Ford,Fiesta,1.8,1.1 Zetec Navigation 5dr,"30,139",Manual,2018,Petrol,"£9,799"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr,"13,693",Manual,2020,Petrol,"£19,999"
Hyundai,I10,1.8,1.0 Play 5dr,"22,164",Manual,2019,Petrol,"£8,999"
Seat,Leon,1.8,1.5 TSI EVO 150 FR Sport 5dr,"23,746",Manual,2021,Petrol,"£18,999"
BMW,2 Series,1.8,216d SE 5dr,"13,023",Manual,2021,Diesel,"£16,599"
KIA,Sportage,1.8,1.6T GDi ISG GT-Line 5dr DCT Auto [AWD],"16,568",Manual,2020,Petrol,"£21,599"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"24,656",Manual,2020,Petrol,"£13,799"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr,"42,983",Manual,2020,Petrol,"£9,999"
Ford,Puma,1.8,1.0 EcoBoost ST-Line 5dr,"9,863",Manual,2020,Petrol,"£16,599"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"7,065",Manual,2020,Petrol,"£14,999"
Ford,Kuga,1.8,1.5 EcoBoost Titanium Edition 5dr 2WD,"22,019",Manual,2019,Petrol,"£14,999"
Vauxhall,Grandland X,1.8,1.2 Turbo Tech Line Nav 5dr,"13,858",Manual,2019,Petrol,"£12,999"
Vauxhall,Crossland X,1.8,1.2 [83] SRi Nav 5dr [Start Stop],"45,065",Manual,2020,Petrol,"£9,999"
Renault,Kadjar,1.8,1.3 TCE 160 Iconic 5dr,"16,923",Manual,2020,Petrol,"£12,999"
Ford,Mustang,1.8,5.0 V8 GT 2dr Auto,"20,442",Manual,2018,Petrol,"£29,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"8,184",Manual,2023,Petrol,"£17,999"
Peugeot,308,1.8,1.2 PureTech 130 GT Line 5dr,"37,580",Manual,2020,Petrol,"£12,799"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"5,044",Manual,2022,Petrol/Electric,"£11,999"
Peugeot,108,1.8,1.2 PureTech Allure 5dr,"15,972",Manual,2017,Petrol,"£7,999"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"23,006",Manual,2021,Petrol,"£10,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line Vignale 5dr,"13,983",Manual,2022,Petrol/Electric,"£19,599"
Volkswagen,Golf,1.8,1.5 TSI Style Edition 5dr,"2,737",Manual,2023,Petrol,"£21,599"
Audi,Q2,1.8,30 TFSI Technik 5dr,"11,588",Manual,2022,Petrol,"£19,599"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Premium 5dr,"20,842",Manual,2020,Petrol,"£12,299"
Mercedes-Benz,A Class,1.8,A200 AMG Line 5dr,"15,904",Manual,2019,Petrol,"£18,999"
Dacia,Sandero Stepway,1.8,0.9 TCe Essential 5dr,"39,466",Manual,2018,Petrol,"£7,499"
Nissan,Qashqai,1.8,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,"22,306",Manual,2021,Petrol,"£15,799"
Mini,Hatchback,1.8,1.5 Cooper Classic II 5dr [Nav Pack],"15,924",Manual,2019,Petrol,"£13,999"
Nissan,Qashqai,1.8,1.3 DiG-T MH Acenta Premium 5dr,"25,189",Manual,2022,Petrol,"£18,599"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"28,409",Manual,2020,Petrol/Electric,"£16,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr DCT,"20,391",Manual,2020,Petrol,"£16,599"
Volkswagen,Golf,1.8,1.0 TSI 115 Match Edition 5dr,"34,904",Manual,2019,Petrol,"£13,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"35,514",Manual,2020,Petrol,"£9,999"
Vauxhall,Mokka,1.8,100kW SRi Premium 50kWh 5dr Auto,"19,868",Manual,2022,Electric,"£17,099"
Mini,Hatchback,1.8,1.5 Cooper Sport II 5dr Auto [Comfort-Nav Pack],"8,357",Manual,2020,Petrol,"£19,999"
Vauxhall,Crossland X,1.8,1.2 [83] Elite Nav 5dr,"38,339",Manual,2020,Petrol,"£9,999"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"43,506",Manual,2021,Petrol/Electric,"£14,999"
Vauxhall,Crossland X,1.8,1.2 [83] Sport 5dr [Start Stop],"36,439",Manual,2019,Petrol,"£9,599"
Audi,A3,1.8,35 TFSI S Line 5dr,"26,090",Manual,2020,Petrol,"£20,999"
Vauxhall,Corsa,1.8,1.2 Turbo SE Nav Premium 5dr Auto,"8,648",Manual,2020,Petrol,"£14,599"
Audi,A5,1.8,35 TFSI Sport 5dr S Tronic,"5,475",Manual,2022,Petrol,"£27,399"
Mazda,2,1.8,1.5 GT Sport 5dr,"43,866",Manual,2017,Petrol,"£9,999"
Peugeot,3008,1.8,1.2 PureTech Allure Premium 5dr EAT8,"9,535",Manual,2022,Petrol,"£24,599"
Vauxhall,Grandland X,1.8,1.2 Turbo SE 5dr,"19,510",Manual,2020,Petrol,"£12,599"
Citroen,C3,1.8,1.2 PureTech Flair 5dr,"24,593",Manual,2021,Petrol,"£10,999"
Ford,Puma,1.8,1.0 EcoBoost ST-Line 5dr,"9,589",Manual,2020,Petrol,"£16,999"
Vauxhall,Grandland X,1.8,1.2 Turbo SE 5dr,"11,596",Manual,2020,Petrol,"£12,599"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"15,452",Manual,2020,Petrol,"£13,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line 5dr DCT,"7,303",Manual,2022,Petrol/Electric,"£20,999"
Ford,Focus,1.8,1.0 EcoBoost ST-Line Style 5dr,"5,214",Manual,2022,Petrol,"£18,499"
Nissan,Qashqai,1.8,1.3 DiG-T N-Connecta 5dr [Glass Roof-Executive],"27,342",Manual,2020,Petrol,"£14,599"
Seat,Leon,1.8,1.5 TSI EVO FR [EZ] 5dr,"31,633",Manual,2019,Petrol,"£12,599"
BMW,1 Series,1.8,118i M Sport 5dr Step Auto,"22,910",Manual,2020,Petrol,"£19,999"
Ford,Fiesta,1.8,1.0 EcoBoost 125 Titanium X 5dr,"5,161",Manual,2020,Petrol,"£14,399"
Nissan,Micra,1.8,1.0 IG-T 92 N-Sport 5dr CVT [Nav],"24,085",Manual,2022,Petrol,"£14,999"
Suzuki,Vitara,1.8,1.0 Boosterjet SZ-T 5dr,"37,124",Manual,2019,Petrol,"£11,799"
Mazda,Mx-5,1.8,2.0 [184] Sport Nav-Plus 2dr Auto,"20,803",Manual,2019,Petrol,"£18,999"
Ford,Fiesta,1.8,1.1 Trend Navigation 5dr,"42,336",Manual,2019,Petrol,"£8,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"23,110",Manual,2020,Petrol,"£14,499"
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr,"24,290",Manual,2020,Petrol,"£13,999"
Seat,Leon,1.8,1.2 TSI SE Dynamic Technology 5dr,"36,891",Manual,2018,Petrol,"£10,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"15,740",Manual,2020,Petrol,"£13,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI PHEV Excite 5dr Auto,"1,641",Manual,2021,Petrol/PlugIn,"£20,999"
Volkswagen,Golf,1.8,1.6 TDI Match Edition 5dr,"29,939",Manual,2020,Diesel,"£14,999"
Nissan,Micra,1.8,1.0 IG-T 100 Acenta 5dr,"43,191",Manual,2020,Petrol,"£9,899"
Dacia,Sandero,1.8,1.0 SCe Essential 5dr,"29,853",Manual,2019,Petrol,"£6,999"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"46,663",Manual,2020,Petrol,"£9,999"
BMW,1 Series,1.8,128ti 5dr Step Auto [Live Cockpit Pro-Pro pk],"4,641",Manual,2023,Petrol,"£29,799"
Fiat,500X,1.8,1.5 Hybrid 48V Sport 5dr DDCT,"16,322",Manual,2022,Petrol/Electric,"£18,599"
Renault,Captur,1.8,1.0 TCE 100 Iconic 5dr,"44,145",Manual,2020,Petrol,"£10,999"
Vauxhall,Crossland,1.8,1.2 SE 5dr,"42,979",Manual,2021,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"34,883",Manual,2020,Petrol,"£9,999"
Hyundai,Ioniq,1.8,1.6 GDi Hybrid Premium SE 5dr DCT,"38,754",Manual,2018,Petrol/Electric,"£14,599"
Peugeot,3008,1.8,1.5 BlueHDi Allure 5dr,"26,632",Manual,2020,Diesel,"£16,599"
Ford,Kuga,1.8,2.0 EcoBlue 190 Titanium 5dr Auto AWD,"30,792",Manual,2020,Diesel,"£21,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,"28,791",Manual,2021,Petrol,"£15,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr DCT,"18,820",Manual,2020,Petrol,"£16,999"
Audi,A3,1.8,35 TFSI S Line 5dr [Comfort-PlusSound],"3,050",Manual,2022,Petrol,"£25,499"
Skoda,Octavia,1.8,2.0 TSI 245 vRS 5dr DSG [Black Pack],"37,539",Manual,2019,Petrol,"£17,899"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"23,412",Manual,2020,Petrol/Electric,"£17,999"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 125 ST-Line X 5dr,"2,495",Manual,2023,Petrol/Electric,"£18,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr DCT,"38,636",Manual,2021,Petrol,"£15,499"
BMW,1 Series,1.8,118i [136] M Sport 5dr Step Auto [LCP-Pro pk],"7,290",Manual,2023,Petrol,"£28,699"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"12,868",Manual,2020,Petrol,"£13,999"
Volkswagen,T-Roc,1.8,2.0 TDI 150 EVO R-Line 5dr DSG,"19,049",Manual,2022,Diesel,"£23,899"
Mini,Clubman,1.8,2.0 Cooper S 6dr [John Cooper Works Chili Pack],"13,145",Manual,2017,Petrol,"£15,999"
Seat,Ibiza,1.8,1.0 TSI 115 FR Sport [EZ] 5dr,"26,178",Manual,2020,Petrol,"£14,399"
Ford,Focus Vignale,1.8,1.0 EcoBoost 125 5dr,"9,954",Manual,2019,Petrol,"£15,499"
Audi,A4,1.8,35 TFSI Sport 5dr S Tronic,"30,556",Manual,2020,Petrol,"£22,799"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"40,992",Manual,2020,Petrol,"£9,599"
Ford,Focus,1.8,2.3 EcoBoost ST 5dr,"3,901",Manual,2023,Petrol,"£28,999"
Hyundai,Ioniq,1.8,1.6 GDi Hybrid Premium SE 5dr DCT,"38,289",Manual,2018,Petrol/Electric,"£13,899"
Hyundai,Ioniq,1.8,1.6 GDi Hybrid Premium 5dr DCT,"22,051",Manual,2018,Petrol/Electric,"£14,699"
Ford,Focus,1.8,2.0T EcoBoost ST-3 Navigation 5dr,"26,898",Manual,2018,Petrol,"£17,599"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"29,393",Manual,2020,Petrol,"£13,999"
Ford,Focus,1.8,2.3 EcoBoost ST 5dr,"24,863",Manual,2020,Petrol,"£20,999"
Volkswagen,Tiguan,1.8,2.0 TDi 150 Match 5dr,"28,506",Manual,2019,Diesel,"£18,599"
Peugeot,3008,1.8,1.2 PureTech Allure 5dr,"13,794",Manual,2020,Petrol,"£16,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,"13,008",Manual,2020,Petrol/Electric,"£16,999"
Ford,C-Max,1.8,1.0 EcoBoost Zetec 5dr,"9,407",Manual,2018,Petrol,"£10,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"19,795",Manual,2020,Petrol,"£14,499"
Skoda,Octavia,1.8,1.6 TDI SE Technology 5dr,"5,527",Manual,2019,Diesel,"£14,999"
Renault,Kadjar,1.8,1.3 TCE Iconic 5dr,"35,943",Manual,2019,Petrol,"£11,999"
KIA,Sorento,1.8,1.6 T-GDi PHEV 3 5dr Auto,"20,933",Manual,2021,Petrol/PlugIn,"£36,999"
BMW,M4,1.8,M4 2dr DCT [Competition-Ultimate Pack],"24,763",Manual,2019,Petrol,"£36,099"
Volvo,Xc60,1.8,2.0 B4P Plus Dark 5dr Geartronic,"6,075",Manual,2023,Petrol,"£39,699"
Vauxhall,Crossland X,1.8,1.2 [83] Elite Nav 5dr,"45,508",Manual,2020,Petrol,"£9,999"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"49,766",Manual,2021,Petrol/Electric,"£14,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"13,209",Manual,2022,Petrol,"£16,799"
Volvo,S60,1.8,2.0 T5 Inscription Plus 4dr Auto,"26,480",Manual,2021,Petrol,"£24,999"
Honda,Civic,1.8,1.0 VTEC Turbo 126 EX 5dr CVT,"48,737",Manual,2019,Petrol,"£14,599"
Mercedes-Benz,A Class,1.8,A180d Sport 5dr Auto,"47,176",Manual,2018,Diesel,"£15,799"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"28,461",Manual,2021,Petrol,"£10,999"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav Premium 5dr,"20,066",Manual,2021,Petrol,"£13,299"
Mini,Hatchback,1.8,1.5 Cooper Sport 5dr Auto [Comfort Pack],"4,240",Manual,2022,Petrol,"£21,999"
Volkswagen,Tiguan,1.8,2.0 TDi 150 SE Nav 5dr,"35,201",Manual,2018,Diesel,"£16,599"
Ford,Focus,1.8,1.5 EcoBlue 120 ST-Line Edition 5dr,"26,605",Manual,2020,Diesel,"£14,999"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"19,905",Manual,2021,Petrol,"£14,799"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"43,127",Manual,2020,Petrol,"£9,999"
Hyundai,Tucson,1.8,1.6 TGDi Ultimate 5dr 2WD,"19,039",Manual,2022,Petrol,"£24,999"
Volkswagen,Passat,1.8,1.6 TDI SE 5dr DSG,"45,934",Manual,2019,Diesel,"£14,999"
Jaguar,E-Pace,1.8,2.0d [180] R-Dynamic S 5dr Auto,"46,998",Manual,2018,Diesel,"£21,899"
Ford,Focus,1.8,1.0 EcoBoost 125 Titanium X 5dr,"13,654",Manual,2020,Petrol,"£15,399"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"31,493",Manual,2021,Petrol/Electric,"£15,499"
Jaguar,F-Pace,1.8,3.0 Supercharged V6 S 5dr Auto AWD,"27,660",Manual,2018,Petrol,"£27,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,004",Manual,2022,Petrol,"£17,699"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"44,563",Manual,2021,Petrol/Electric,"£14,999"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,"21,638",Manual,2023,Petrol,"£22,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI PHEV Excite 5dr Auto,"10,587",Manual,2021,Petrol/PlugIn,"£19,999"
BMW,X1,1.8,xDrive 20i M Sport 5dr Step Auto,"38,431",Manual,2018,Petrol,"£17,699"
Mg,Motor Uk MG3,1.8,1.5 VTi-TECH Exclusive 5dr [Navigation],"37,127",Manual,2021,Petrol,"£9,999"
Suzuki,Swift,1.8,1.4 Boosterjet 48V Hybrid Sport 5dr,"20,210",Manual,2022,Petrol/Electric,"£14,999"
Volkswagen,Passat,1.8,2.0 TDI EVO SCR SEL 5dr DSG,"44,662",Manual,2019,Diesel,"£18,499"
Volkswagen,Polo,1.8,1.0 TSI 115 SEL 5dr,"2,825",Manual,2019,Petrol,"£15,099"
Volkswagen,Golf,1.8,1.5 eTSI 150 Life 5dr DSG,"16,066",Manual,2021,Petrol,"£18,899"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"15,579",Manual,2021,Petrol,"£11,299"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 125 Vignale Edition 5dr,"9,415",Manual,2020,Petrol/Electric,"£14,399"
Ford,Ecosport,1.8,1.0 EcoBoost 140 ST-Line 5dr,"19,605",Manual,2020,Petrol,"£13,699"
Mercedes-Benz,C Class,1.8,C200 SE 4dr 9G-Tronic,"40,939",Manual,2019,Petrol,"£16,599"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"16,546",Manual,2021,Petrol,"£13,599"
KIA,Pro Ceed,1.8,1.4T GDi ISG GT-Line Lunar Edition 5dr DCT,"18,512",Manual,2020,Petrol,"£17,699"
Ford,Fiesta,1.8,1.0 EcoBoost 95 ST-Line Edition 5dr,"32,489",Manual,2021,Petrol,"£12,499"
Audi,A1,1.8,25 TFSI Sport 5dr S Tronic,"27,444",Manual,2022,Petrol,"£19,499"
Nissan,Qashqai,1.8,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],"19,455",Manual,2020,Petrol,"£14,999"
Mg,Motor Uk ZS,1.8,1.0T GDi Excite 5dr DCT,"34,949",Manual,2021,Petrol,"£13,699"
Mg,Motor Uk ZS,1.8,1.0T GDi Exclusive 5dr DCT,"49,483",Manual,2021,Petrol,"£14,599"
BMW,2 Series,1.8,218i SE 5dr,"11,752",Manual,2020,Petrol,"£16,499"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"31,315",Manual,2020,Petrol,"£9,999"
Citroen,C4,1.8,1.2 PureTech [130] Shine Plus 5dr Auto,"13,468",Manual,2022,Petrol,"£17,999"
Vauxhall,Crossland,1.8,1.2 Turbo SE 5dr,"39,028",Manual,2021,Petrol,"£10,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 ST-Line Edition 5dr,"37,692",Manual,2020,Petrol,"£11,999"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"19,087",Manual,2020,Petrol,"£14,599"
Seat,Leon,1.8,1.5 TSI EVO 150 FR [EZ] 5dr DSG,"20,302",Manual,2020,Petrol,"£15,599"
Ford,Ecosport,1.8,1.0 EcoBoost 125 Zetec 5dr,"20,018",Manual,2020,Petrol,"£10,999"
Volkswagen,Taigo,1.8,1.0 TSI 110 R-Line 5dr DSG,"6,939",Manual,2022,Petrol,"£22,999"
Vauxhall,Astra,1.8,1.2 Turbo 145 SRi 5dr,"37,503",Manual,2021,Petrol,"£10,999"
Volkswagen,Golf,1.8,1.5 TSI R-Line 5dr,"13,058",Manual,2022,Petrol,"£23,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"36,462",Manual,2020,Petrol,"£9,999"
Seat,Arona,1.8,1.0 TSI 115 FR [EZ] 5dr,"15,400",Manual,2020,Petrol,"£12,499"
Nissan,Qashqai,1.8,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],"16,797",Manual,2021,Petrol,"£15,499"
Mazda,3,1.8,2.0 Skyactiv G MHEV SE-L Lux 5dr,"24,103",Manual,2019,Petrol/Electric,"£13,599"
Renault,Captur,1.8,1.3 TCE 130 Iconic 5dr,"23,639",Manual,2020,Petrol,"£13,399"
Audi,A6,1.8,45 TFSI Quattro S Line 4dr S Tronic,"25,649",Manual,2019,Petrol,"£23,099"
Seat,Arona,1.8,1.0 TSI 115 SE Technology [EZ] 5dr DSG,"30,379",Manual,2019,Petrol,"£12,999"
Honda,Civic,1.8,1.0 VTEC Turbo 126 SE 5dr,"36,500",Manual,2022,Petrol,"£13,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"11,695",Manual,2022,Petrol,"£17,999"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"28,600",Manual,2020,Petrol,"£13,399"
Mercedes-Benz,CLA,1.8,CLA 220d AMG Line Premium 5dr Tip Auto,"19,058",Manual,2022,Diesel,"£27,199"
Volkswagen,Golf,1.8,1.5 TSI EVO 150 GT 5dr DSG,"35,671",Manual,2018,Petrol,"£15,699"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"39,941",Manual,2019,Petrol,"£9,599"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr DSG,"27,307",Manual,2020,Petrol,"£20,599"
Peugeot,108,1.8,1.0 72 Collection 5dr,"13,226",Manual,2020,Petrol,"£9,599"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"44,889",Manual,2020,Petrol,"£9,999"
Volkswagen,Tiguan,1.8,2.0 TSI 320 4Motion R 5dr DSG,"18,631",Manual,2021,Petrol,"£36,999"
BMW,X1,1.8,sDrive 18d M Sport 5dr Step Auto,"7,578",Manual,2023,Diesel,"£36,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,624",Manual,2022,Petrol,"£17,999"
Citroen,Grand C4 Spacetourer,1.8,1.2 PureTech 130 Feel 5dr,"48,882",Manual,2019,Petrol,"£13,499"
