make,model,engine_size,trim,mileage,transmission_type,reg_year,fuel_type,price
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr,"37,304",Manual,2020,Petrol,"£12,999"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"31,113",Manual,2020,Petrol,"£8,999"
Volvo,V40,1.8,T3 [152] R DESIGN Edition 5dr Geartronic,"19,975",Manual,2019,Petrol,"£16,949"
Peugeot,3008,1.8,1.5 BlueHDi GT Line 5dr,"23,194",Manual,2020,Diesel,"£16,099"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,742",Manual,2022,Petrol,"£17,699"
BMW,1 Series,1.8,116d M Sport 5dr [Pro Pack],"25,888",Manual,2021,Diesel,"£20,999"
Volkswagen,Golf,1.8,1.5 TSI Style 5dr,"15,104",Manual,2020,Petrol,"£17,999"
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr,"24,049",Manual,2020,Petrol,"£13,599"
Volkswagen,Polo,1.8,1.0 Life 5dr,"9,275",Manual,2022,Petrol,"£15,999"
DS,Ds 3,1.8,1.5 BlueHDi Prestige 5dr,"26,775",Manual,2019,Diesel,"£13,299"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,465",Manual,2022,Petrol,"£17,699"
Volkswagen,Golf,1.8,1.5 TSI Style Edition 5dr,"6,900",Manual,2023,Petrol,"£20,999"
BMW,1 Series,1.8,M135i xDrive 5dr Step Auto [Plus Pack],"26,441",Manual,2020,Petrol,"£25,999"
Volkswagen,Polo,1.8,1.0 Life 5dr,"13,341",Manual,2022,Petrol,"£15,799"
KIA,Sportage,1.8,1.6 CRDi 48V ISG 2 5dr,"29,839",Manual,2021,Diesel,"£16,599"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"33,363",Manual,2019,Petrol,"£9,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"27,740",Manual,2020,Petrol,"£13,799"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr,"26,599",Manual,2020,Petrol,"£18,599"
Volkswagen,UP,1.8,1.0 115PS Up GTI 5dr,"16,144",Manual,2020,Petrol,"£14,999"
BMW,X1,1.8,sDrive 18i Sport 5dr,"39,483",Manual,2018,Petrol,"£14,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"14,783",Manual,2022,Petrol,"£17,699"
Vauxhall,Crossland X,1.8,1.2 [83] Sport 5dr [Start Stop],"12,910",Manual,2019,Petrol,"£10,999"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"26,856",Manual,2020,Petrol,"£10,599"
Renault,Captur,1.8,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,"23,073",Manual,2021,Petrol/Electric,"£18,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"11,972",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,627",Manual,2022,Petrol,"£17,699"
Toyota,Corolla,1.8,1.2T VVT-i Icon Tech 5dr,"33,733",Manual,2019,Petrol,"£12,999"
Audi,A3,1.8,35 TFSI S Line 5dr S Tronic,"9,438",Manual,2021,Petrol,"£23,999"
Ford,Fiesta,1.8,1.0 EcoBoost 125 Titanium X 5dr Auto [7 Speed],"24,309",Manual,2021,Petrol,"£14,599"
Citroen,C3,1.8,1.2 PureTech 110 Flair 5dr EAT6,"18,141",Manual,2019,Petrol,"£13,799"
Seat,Leon,1.8,1.5 TSI EVO SE Dynamic [EZ] 5dr,"21,480",Manual,2019,Petrol,"£12,799"
BMW,3 Series,1.8,330e M Sport 4dr Step Auto,"21,615",Manual,2021,Petrol/PlugIn,"£25,999"
Mercedes-Benz,A Class,1.8,A180d AMG Line Executive 5dr Auto,"25,918",Manual,2019,Diesel,"£20,299"
Ford,Focus,1.8,2.0 EcoBlue 190 ST 5dr,"29,413",Manual,2020,Diesel,"£17,999"
Peugeot,3008,1.8,1.6 Hybrid 225 GT Premium 5dr e-EAT8,"13,169",Manual,2021,Petrol/PlugIn,"£25,499"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,151",Manual,2022,Petrol,"£17,699"
Renault,Clio,1.8,1.0 SCe 75 Play 5dr,"20,100",Manual,2021,Petrol,"£10,799"
Ford,S-Max,1.8,2.0 EcoBlue 150 Titanium 5dr Auto [8 Speed],"33,594",Manual,2021,Diesel,"£23,899"
Audi,Q2,1.8,30 TDI Sport 5dr,"30,244",Manual,2019,Diesel,"£15,299"
Mini,Countryman,1.8,1.5 Cooper Classic 5dr,"22,093",Manual,2020,Petrol,"£16,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,748",Manual,2022,Petrol,"£17,999"
Seat,Tarraco,1.8,2.0 TDI Xcellence 5dr,"25,688",Manual,2019,Diesel,"£19,999"
Audi,A4,1.8,35 TDI Black Edition 4dr S Tronic,"20,845",Manual,2021,Diesel,"£24,899"
Seat,Ibiza,1.8,1.0 TSI 95 FR 5dr,"3,456",Manual,2023,Petrol,"£16,299"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,944",Manual,2022,Petrol,"£17,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"14,032",Manual,2022,Petrol,"£17,999"
Volvo,Xc40,1.8,2.0 T5 First Edition 5dr AWD Geartronic,"33,500",Manual,2018,Petrol,"£27,999"
KIA,Sportage,1.8,1.6 CRDi 48V ISG 2 5dr,"37,025",Manual,2021,Diesel,"£15,999"
Ford,Kuga,1.8,1.5 EcoBoost 150 ST-Line First Edition 5dr,"12,735",Manual,2020,Petrol,"£20,999"
Audi,A1,1.8,30 TFSI 110 Sport 5dr,"27,252",Manual,2021,Petrol,"£16,999"
Audi,A3,1.8,35 TFSI Sport 5dr,"21,239",Manual,2020,Petrol,"£19,999"
Nissan,Micra,1.8,1.0 IG-T 100 Acenta 5dr,"14,168",Manual,2021,Petrol,"£11,799"
Abarth,595,1.8,1.4 T-Jet 180 Competizione 3dr,"6,840",Manual,2022,Petrol,"£18,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"23,571",Manual,2022,Petrol,"£16,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"9,810",Manual,2022,Petrol,"£16,999"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"31,635",Manual,2020,Petrol,"£9,999"
Nissan,Juke,1.8,1.0 DiG-T 114 Acenta 5dr,"13,420",Manual,2023,Petrol,"£15,999"
BMW,1 Series,1.8,120d M Sport 5dr Step Auto [Tech Pack],"20,779",Manual,2021,Diesel,"£25,299"
Volkswagen,Golf,1.8,1.5 TSI 150 Style 5dr,"16,463",Manual,2020,Petrol,"£17,699"
Skoda,Fabia,1.8,1.0 MPI Colour Edition 5dr,"18,989",Manual,2021,Petrol,"£11,799"
Fiat,500,1.8,1.0 Mild Hybrid Sport 3dr,"24,448",Manual,2022,Petrol/Electric,"£10,999"
Audi,A5,1.8,2.0 TFSI Quattro Sport 5dr S Tronic,"31,680",Manual,2017,Petrol,"£18,799"
BMW,1 Series,1.8,118i [136] M Sport 5dr,"13,744",Manual,2021,Petrol,"£20,599"
Seat,Ibiza,1.8,1.0 TSI 95 FR 5dr,"9,662",Manual,2023,Petrol,"£16,399"
Mazda,Mx-5,1.8,1.5 Sport Nav 2dr,"13,790",Manual,2018,Petrol,"£16,499"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"19,606",Manual,2020,Petrol,"£14,599"
Ford,Kuga,1.8,2.0 TDCi ST-Line Edition 5dr 2WD,"34,907",Manual,2019,Diesel,"£16,599"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"7,245",Manual,2021,Petrol,"£15,499"
Volkswagen,T-Cross,1.8,1.0 TSI 115 R-Line 5dr,"20,066",Manual,2020,Petrol,"£17,799"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"17,710",Manual,2020,Petrol,"£13,999"
Renault,Clio,1.8,0.9 TCE 90 GT Line 5dr,"18,414",Manual,2019,Petrol,"£9,999"
Renault,Kadjar,1.8,1.3 TCE Iconic 5dr,"19,192",Manual,2020,Petrol,"£12,899"
Citroen,C3 Aircross,1.8,1.2 PureTech 130 Shine 5dr EAT6,"20,493",Manual,2021,Petrol,"£14,699"
Mercedes-Benz,C Class,1.8,C200 AMG Line 2dr 9G-Tronic,"18,608",Manual,2019,Petrol,"£23,599"
Audi,TT,1.8,40 TFSI S Line 2dr S Tronic [Tech Pack],"20,488",Manual,2020,Petrol,"£22,999"
Nissan,Juke,1.8,1.0 DiG-T 114 N-Connecta 5dr DCT,"6,531",Manual,2022,Petrol,"£18,599"
Ford,Ka-Plus,1.8,1.2 85 Zetec 5dr,"19,579",Manual,2018,Petrol,"£9,299"
Nissan,Qashqai,1.8,1.3 DiG-T MH N-Connecta 5dr,"11,031",Manual,2022,Petrol,"£20,999"
Abarth,595,1.8,1.4 T-Jet 165 Turismo 3dr,"9,448",Manual,2022,Petrol,"£15,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"13,327",Manual,2022,Petrol,"£17,699"
Audi,A3,1.8,35 TFSI S Line 5dr,"22,494",Manual,2020,Petrol,"£20,999"
DS,Ds 3,1.8,1.5 BlueHDi Prestige 5dr,"18,229",Manual,2020,Diesel,"£14,999"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr Auto,"12,343",Manual,2021,Petrol,"£14,799"
Renault,Captur,1.8,1.0 TCE 100 Iconic 5dr,"49,997",Manual,2020,Petrol,"£10,999"
BMW,1 Series,1.8,120d xDrive M Sport 5dr Step Auto,"23,462",Manual,2020,Diesel,"£23,599"
Nissan,Qashqai,1.8,1.3 DiG-T MH Acenta Premium 5dr,"9,131",Manual,2022,Petrol,"£20,599"
KIA,Picanto,1.8,1.0 3 5dr [4 seats],"16,467",Manual,2022,Petrol,"£10,999"
KIA,Stonic,1.8,1.0T GDi 3 5dr,"13,640",Manual,2020,Petrol,"£14,199"
DS,Ds 7,1.8,1.5 BlueHDi Performance Line 5dr,"13,010",Manual,2020,Diesel,"£17,999"
Vauxhall,Crossland X,1.8,1.2 [83] SRi Nav 5dr [Start Stop],"48,058",Manual,2020,Petrol,"£9,999"
Dacia,Duster,1.8,1.3 TCe 130 Prestige 5dr,"23,886",Manual,2019,Petrol,"£12,799"
Ford,Kuga,1.8,1.5 EcoBoost 150 Titanium First Edition 5dr,"20,730",Manual,2020,Petrol,"£19,399"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"40,044",Manual,2019,Petrol,"£9,399"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"17,589",Manual,2019,Petrol,"£15,499"
Ford,Focus,1.8,1.0 EcoBoost 125 ST-Line X 5dr,"9,994",Manual,2020,Petrol,"£16,099"
Seat,Ibiza,1.8,1.0 SE Technology [EZ] 5dr,"29,999",Manual,2019,Petrol,"£10,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,798",Manual,2022,Petrol,"£17,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"16,042",Manual,2022,Petrol,"£17,999"
Seat,Cupra Ateca,1.8,2.0 TSI 5dr DSG 4Drive [Comfort -Plus Sound pack],"29,576",Manual,2019,Petrol,"£24,799"
Abarth,595,1.8,1.4 T-Jet 145 70th Anniversary 3dr,"26,698",Manual,2019,Petrol,"£11,099"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"19,779",Manual,2021,Petrol,"£11,299"
Ford,Focus,1.8,1.0 EcoBoost 125 Active 5dr,"47,292",Manual,2020,Petrol,"£11,799"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium X 5dr,"35,829",Manual,2020,Petrol,"£10,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,849",Manual,2022,Petrol,"£17,999"
Peugeot,208,1.8,1.2 PureTech 100 GT 5dr,"17,410",Manual,2022,Petrol,"£15,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,030",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"11,665",Manual,2022,Petrol,"£16,799"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"6,375",Manual,2022,Petrol,"£16,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"11,267",Manual,2022,Petrol,"£16,799"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"9,960",Manual,2022,Petrol,"£16,999"
Volkswagen,Golf,1.8,2.0 TSI 245 GTI Performance 5dr DSG,"35,092",Manual,2019,Petrol,"£21,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,843",Manual,2022,Petrol,"£17,999"
Ford,Fiesta,1.8,1.1 Trend Navigation 5dr,"44,552",Manual,2019,Petrol,"£8,999"
Vauxhall,Crossland,1.8,1.2 Elite Nav 5dr,"45,986",Manual,2021,Petrol,"£10,999"
Ford,Focus,1.8,1.0 EcoBoost 125 Titanium 5dr,"3,894",Manual,2020,Petrol,"£15,299"
Audi,A3,1.8,1.5 TFSI Black Edition 5dr,"38,637",Manual,2018,Petrol,"£16,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"14,934",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,343",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,077",Manual,2022,Petrol,"£17,999"
Ford,Kuga,1.8,2.5 PHEV ST-Line X Edition 5dr CVT,"19,474",Manual,2021,Petrol/PlugIn,"£26,999"
KIA,Sorento,1.8,2.2 CRDi GT-Line S 5dr Auto,"15,807",Manual,2020,Diesel,"£30,999"
Audi,A3,1.8,35 TFSI Sport 5dr S Tronic,"23,348",Manual,2020,Petrol,"£21,499"
Citroen,C5 Aircross,1.8,1.6 PureTech 180 Flair Plus 5dr EAT8,"10,880",Manual,2019,Petrol,"£18,499"
Nissan,Qashqai,1.8,1.5 dCi 115 N-Connecta 5dr,"39,243",Manual,2019,Diesel,"£13,749"
BMW,X3,1.8,xDrive20d M Sport 5dr Step Auto,"46,942",Manual,2019,Diesel,"£25,999"
Renault,ZOE,1.8,100kW i Iconic R135 50kWh Rapid Charge 5dr Auto,"22,295",Manual,2020,Electric,"£11,599"
BMW,2 Series,1.8,218i M Sport 5dr,"23,567",Manual,2019,Petrol,"£14,999"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"5,535",Manual,2022,Petrol/Electric,"£11,999"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"12,476",Manual,2021,Petrol,"£14,999"
Peugeot,208,1.8,1.2 PureTech 100 Active Premium 5dr,"9,997",Manual,2022,Petrol,"£14,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"28,990",Manual,2020,Petrol,"£9,999"
Vauxhall,Crossland X,1.8,1.2 [83] SRi Nav 5dr [Start Stop],"41,421",Manual,2020,Petrol,"£9,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"45,775",Manual,2020,Petrol,"£9,999"
BMW,1 Series,1.8,118i M Sport 5dr Step Auto,"16,091",Manual,2020,Petrol,"£21,599"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"6,703",Manual,2022,Petrol/Electric,"£11,799"
Seat,Ibiza,1.8,1.0 TSI 95 Xcellence 5dr,"7,051",Manual,2021,Petrol,"£15,999"
Toyota,Yaris,1.8,1.5 Hybrid Dynamic 5dr CVT,"19,298",Manual,2020,Petrol/Electric,"£17,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 N-Connecta 5dr,"24,989",Manual,2020,Petrol,"£15,999"
Mg,Motor Uk MG5,1.8,115kW Excite EV 61kWh 5dr Auto,"9,569",Manual,2022,Electric,"£17,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"13,876",Manual,2022,Petrol,"£17,699"
BMW,3 Series,1.8,320i M Sport 4dr Step Auto,"32,497",Manual,2020,Petrol,"£23,499"
Volkswagen,Polo,1.8,1.0 TSI Life 5dr DSG,"7,714",Manual,2022,Petrol,"£18,699"
Citroen,C4 Cactus,1.8,1.2 PureTech Flair EAT6 5dr,"13,587",Manual,2019,Petrol,"£13,799"
Toyota,Rav4,1.8,2.5 VVT-i Hybrid Design 5dr CVT 2WD,"9,645",Manual,2021,Petrol/Electric,"£28,599"
Seat,Arona,1.8,1.0 TSI 115 Xcellence 5dr,"11,971",Manual,2018,Petrol,"£12,899"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Active Edition 5dr,"45,856",Manual,2020,Petrol,"£10,999"
Audi,A3,1.8,30 TFSI S Line 5dr,"7,101",Manual,2022,Petrol,"£22,599"
Peugeot,2008,1.8,1.2 PureTech 130 GT 5dr,"6,678",Manual,2021,Petrol,"£20,099"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"30,074",Manual,2018,Petrol,"£13,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI PHEV Excite 5dr Auto,"29,627",Manual,2021,Petrol/PlugIn,"£18,999"
Vauxhall,Corsa,1.8,1.2 Turbo SE Premium 5dr Auto,"12,115",Manual,2021,Petrol,"£13,699"
Peugeot,508,1.8,1.6 Hybrid GT 5dr e-EAT8,"22,964",Manual,2020,Petrol/PlugIn,"£21,299"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"17,015",Manual,2020,Petrol,"£13,999"
Renault,Kadjar,1.8,1.3 TCE Iconic 5dr,"23,569",Manual,2020,Petrol,"£12,999"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"38,827",Manual,2020,Petrol,"£9,599"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 R-Line Tech 5dr DSG,"17,582",Manual,2019,Petrol,"£25,999"
Peugeot,2008,1.8,1.2 PureTech 155 GT 5dr EAT8,"4,054",Manual,2020,Petrol,"£21,399"
Citroen,Grand C4 Spacetourer,1.8,1.2 PureTech 130 Sense 5dr,"37,916",Manual,2021,Petrol,"£15,999"
BMW,1 Series,1.8,M135i xDrive 5dr Step Auto [Tech-Pro Pack],"27,873",Manual,2021,Petrol,"£27,999"
BMW,1 Series,1.8,118i M Sport 5dr Step Auto,"23,288",Manual,2020,Petrol,"£19,999"
Abarth,595,1.8,1.4 T-Jet 165 3dr,"2,912",Manual,2022,Petrol,"£17,299"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium X 5dr,"37,167",Manual,2020,Petrol,"£10,999"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"34,824",Manual,2021,Petrol,"£10,699"
Volkswagen,Polo,1.8,1.0 Life 5dr,"13,931",Manual,2022,Petrol,"£15,799"
Ford,Fiesta,1.8,1.0 EcoBoost 95 ST-Line Edition 5dr,"31,882",Manual,2020,Petrol,"£11,999"
Volkswagen,Polo,1.8,1.0 Life 5dr,"23,248",Manual,2022,Petrol,"£15,299"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"18,275",Manual,2020,Petrol,"£13,799"
BMW,1 Series,1.8,118i [136] M Sport 5dr [Live Cockpit Professional],"13,552",Manual,2022,Petrol,"£23,699"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Prem [Glass Rf] 5dr Xtron,"20,213",Manual,2022,Petrol,"£22,599"
Mini,Hatchback,1.8,1.5 Cooper Classic II 3dr,"12,890",Manual,2020,Petrol,"£14,699"
Vauxhall,Astra,1.8,1.2 Turbo 145 Elite Nav 5dr,"27,103",Manual,2020,Petrol,"£12,999"
Vauxhall,Mokka,1.8,1.2 Turbo Ultimate 5dr,"3,089",Manual,2022,Petrol,"£20,799"
Vauxhall,Insignia,1.8,1.5 Turbo D SE Nav 5dr,"23,714",Manual,2020,Diesel,"£13,799"
Peugeot,2008,1.8,100kW GT 50kWh 5dr Auto,"14,705",Manual,2021,Electric,"£18,499"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"24,336",Manual,2020,Petrol,"£15,499"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"28,349",Manual,2020,Petrol,"£10,599"
Audi,A6,1.8,50 TDI Quattro Sport 4dr Tip Auto,"23,722",Manual,2019,Diesel,"£25,299"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"25,401",Manual,2020,Petrol,"£11,499"
Ford,Focus,1.8,1.0 EcoBoost Hybrid mHEV 125 Titanium Edition 5dr,"22,472",Manual,2020,Petrol/Electric,"£14,399"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 155 ST-Line Vignale 5dr,"6,862",Manual,2022,Petrol/Electric,"£19,699"
Alfa,Romeo Giulia,1.8,2.0 TB 280 Veloce 4dr Auto,"24,861",Manual,2019,Petrol,"£22,499"
Renault,Captur,1.8,0.9 TCE 90 Iconic 5dr,"33,440",Manual,2019,Petrol,"£9,999"
Skoda,Karoq,1.8,1.5 TSI SE L 5dr DSG,"28,105",Manual,2020,Petrol,"£19,199"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"6,244",Manual,2022,Petrol/Electric,"£11,999"
Nissan,Qashqai,1.8,1.3 DiG-T 160 N-Connecta 5dr DCT [Glass Roof Pack],"16,794",Manual,2020,Petrol,"£18,199"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"43,099",Manual,2020,Petrol,"£9,999"
Citroen,C3 Aircross,1.8,1.2 PureTech 110 Flair 5dr [6 speed],"17,677",Manual,2020,Petrol,"£12,499"
BMW,X1,1.8,sDrive 18d M Sport 5dr Step Auto [Pro Pack],"24,169",Manual,2022,Diesel,"£27,599"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr,"29,710",Manual,2020,Petrol,"£19,599"
Seat,Arona,1.8,1.0 TSI 110 FR Sport [EZ] 5dr,"14,238",Manual,2021,Petrol,"£15,499"
Vauxhall,Grandland X,1.8,1.5 Turbo D SE 5dr,"18,969",Manual,2019,Diesel,"£12,399"
Peugeot,3008,1.8,1.5 BlueHDi Allure 5dr,"22,983",Manual,2020,Diesel,"£15,999"
KIA,Picanto,1.8,1.0 3 5dr [4 seats],"19,094",Manual,2022,Petrol,"£10,999"
Peugeot,208,1.8,1.2 PureTech 82 Tech Edition 5dr [Start Stop],"33,310",Manual,2019,Petrol,"£9,699"
Volkswagen,Arteon,1.8,2.0 TSI 272 Elegance 5dr 4MOTION DSG,"31,737",Manual,2019,Petrol,"£23,899"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"24,255",Manual,2021,Petrol,"£10,999"
Vauxhall,Mokka X,1.8,1.4T Elite Nav 5dr Auto,"25,154",Manual,2019,Petrol,"£13,099"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"19,780",Manual,2021,Petrol,"£11,299"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"38,118",Manual,2020,Petrol,"£9,599"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr Auto,"25,802",Manual,2020,Petrol,"£13,699"
DS,Ds 3,1.8,1.5 BlueHDi Prestige 5dr,"37,979",Manual,2019,Diesel,"£12,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"26,559",Manual,2020,Petrol,"£11,499"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"48,336",Manual,2021,Petrol/Electric,"£14,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"21,812",Manual,2020,Petrol,"£13,799"
Toyota,Gr Yaris,1.8,1.6 3dr AWD [Circuit Pack],"12,313",Manual,2021,Petrol,"£30,999"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 SEL 5dr DSG,"36,265",Manual,2019,Petrol,"£21,999"
KIA,Niro,1.8,1.6 GDi PHEV 3 5dr DCT,"31,531",Manual,2020,Petrol/PlugIn,"£20,999"
Vauxhall,Crossland X,1.8,1.2 [83] Elite Nav 5dr,"41,372",Manual,2020,Petrol,"£9,999"
Nissan,Qashqai,1.8,1.3 DiG-T N-Motion 5dr,"25,120",Manual,2019,Petrol,"£15,699"
Volkswagen,Golf,1.8,1.5 TSI 150 Life 5dr,"8,637",Manual,2023,Petrol,"£19,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,148",Manual,2022,Petrol,"£17,999"
KIA,Sportage,1.8,1.6 CRDi 48V ISG 2 5dr,"29,216",Manual,2021,Diesel,"£16,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"13,321",Manual,2022,Petrol,"£17,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,427",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"10,078",Manual,2021,Petrol,"£16,999"
Hyundai,Bayon,1.8,1.0 TGDi 48V MHEV Premium 5dr,"2,366",Manual,2023,Petrol/Electric,"£17,799"
Audi,Q2,1.8,30 TFSI S Line 5dr,"17,331",Manual,2022,Petrol,"£22,699"
Mercedes-Benz,B Class,1.8,B180d AMG Line 5dr Auto,"19,654",Manual,2019,Diesel,"£18,699"
Nissan,Juke,1.8,1.2 DiG-T Tekna 5dr,"23,620",Manual,2017,Petrol,"£9,999"
Volkswagen,Polo,1.8,1.0 Life 5dr,"15,417",Manual,2022,Petrol,"£15,799"
Vauxhall,Corsa,1.8,1.4 [75] Sport 5dr [AC],"37,623",Manual,2019,Petrol,"£8,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"13,226",Manual,2022,Petrol,"£17,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"20,827",Manual,2022,Petrol,"£16,999"
Seat,Leon,1.8,1.5 TSI EVO 150 Xcellence Lux [EZ] 5dr,"43,421",Manual,2019,Petrol,"£13,999"
Toyota,Gr Supra,1.8,3.0 Pro 3dr Auto,"11,062",Manual,2020,Petrol,"£37,999"
BMW,1 Series,1.8,118i M Sport 5dr,"20,634",Manual,2020,Petrol,"£19,499"
Toyota,Yaris,1.8,1.5 VVT-i Yellow Edition 5dr,"18,352",Manual,2017,Petrol,"£10,999"
Volkswagen,Polo,1.8,1.0 Life 5dr,"14,526",Manual,2022,Petrol,"£15,799"
Renault,Clio,1.8,0.9 TCE 90 Iconic 5dr,"17,809",Manual,2019,Petrol,"£10,499"
Ford,Mustang,1.8,5.0 V8 GT [Custom Pack] 2dr Auto,"15,910",Manual,2018,Petrol,"£29,999"
Vauxhall,Grandland X,1.8,1.2 Turbo SE 5dr,"23,739",Manual,2020,Petrol,"£12,599"
Mercedes-Benz,CLA,1.8,CLA 220d AMG Line Premium Plus 5dr Tip Auto,"19,274",Manual,2021,Diesel,"£27,399"
DS,Ds 3,1.8,1.2 PureTech 155 Prestige 5dr EAT8,"34,082",Manual,2019,Petrol,"£14,199"
Mercedes-Benz,A Class,1.8,A180 AMG Line Executive 5dr Auto,"12,727",Manual,2020,Petrol,"£21,999"
Volkswagen,Golf,1.8,1.5 TSI Style 5dr,"27,181",Manual,2020,Petrol,"£16,999"
KIA,Sportage,1.8,1.6 GDi 1 5dr,"21,846",Manual,2017,Petrol,"£11,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"14,305",Manual,2022,Petrol,"£17,699"
